Location,NDP Pillar,SubSector,2015 Location Total,2016 LocationTotal,2017 Location Total,2015 Pillar Total,2016 Pillar Total,2017 Pillar Total,2015 SubSector Total,2016 SubSector Total,2017 SubSector Total,Project title,Project objectives / purpose,Start Date,End Date,Links to other Sector,Reporting Agency,Funder,Implementers,Implementer Category,Project Value (USD),2015 Disbursements (USD),2016 Disbursements (USD),2017 Disbursements (USD),Links to project webpages or documents,Gender,Capacity building,Stabilization,2015 Project Location Allocation,2016 Project Location Allocation,2017 Project Location Allocation,Location Total 2015-17
Jubaland,Inclusive and sustainable economic growth,Private Sector Development & Employment,50740273,75430191,47587122,1788846,5634042,3767178,1547556.377,4850624.691,3640154.352,Kismayo Youth Employment Support,Address the economic and social drivers of conflict and violent extremism,Jan-15,Aug-16,,SSF,"UK, Sweden, Denmark, EU, Netherlands and Norway",Dhasheeg Trading and Construction Co.,Private sector,547826,0,547826,0,N/A,Significant,Principal,Principal,,547826,,547826
Jubaland,Inclusive and sustainable economic growth,Private Sector Development & Employment,50740273,75430191,47587122,1788846,5634042,3767178,1547556.377,4850624.691,3640154.352,Just Jobs: Youth Employment Intensive Project for Kismayo,Address the economic and social drivers of conflict and violent extremism,Jan-15,Jan-16,,SSF,"UK, Sweden, Denmark, EU, Netherlands and Norway",KISIMA (Peace & Development),NGOs,530770.67,0,530771,0,N/A,Significant,Principal,Principal,,530771,,530771
Jubaland,Inclusive and sustainable economic growth,Private Sector Development & Employment,50740273,75430191,47587122,1788846,5634042,3767178,1547556.377,4850624.691,3640154.352,Employment Intensive Works for Youth in Gedo -1,Address the economic and social drivers of conflict and violent extremism,Jan-15,Mar-16,,SSF,"UK, Sweden, Denmark, EU, Netherlands and Norway",Dialog Forening,NGOs,512587,0,512587,0,N/A,Significant,Principal,Principal,,512587,,512587
Jubaland,Inclusive and sustainable economic growth,Private Sector Development & Employment,50740273,75430191,47587122,1788846,5634042,3767178,1547556.377,4850624.691,3640154.352,Employment Intensive Project for Youth in Lower Juba,Address the economic and social drivers of conflict and violent extremism,Jan-15,May-16,,SSF,"UK, Sweden, Denmark, EU, Netherlands and Norway",ADESO,NGOs,501109,0,501109,0,N/A,Significant,Principal,Principal,,501109,,501109
Jubaland,Inclusive and sustainable economic growth,Private Sector Development & Employment,50740273,75430191,47587122,1788846,5634042,3767178,1547556.377,4850624.691,3640154.352,Private Sector Engagement in Rebuilding Somalia - 2,Address the economic and social drivers of conflict and violent extremism,Jan-14,Sep-16,,SSF,"UK, Sweden, Denmark, EU, Netherlands and Norway",SOLARGEN,NGOs,522858,453599.4,487099,0,N/A,Significant,Principal,Significant,226800,243550,,470350
Jubaland,Inclusive and sustainable economic growth,Private Sector Development & Employment,50740273,75430191,47587122,1788846,5634042,3767178,1547556.377,4850624.691,3640154.352,Youth Entrepreneurship Initiative,Address the economic and social drivers of conflict and violent extremism,Sep-14,May-16,,SSF,"UK, Sweden, Denmark, EU, Netherlands and Norway",Shaqodoon,NGOs,326640,280070,326640,0,N/A,Significant,Principal,Principal,56014,65328,,121342
Jubaland,Inclusive and sustainable economic growth,Private Sector Development & Employment,50740273,75430191,47587122,1788846,5634042,3767178,1547556.377,4850624.691,3640154.352,Financial Institution - 1,Address the economic and social drivers of conflict and violent extremism,Jan-15,Mar-16,,SSF,"UK, Sweden, Denmark, EU, Netherlands and Norway",Kaah Islamic Microfinance Services,NGOs,284400,155000,284400,0,N/A,Significant,Significant,Significant,25833,47400,,73233
Jubaland,Inclusive and sustainable economic growth,Private Sector Development & Employment,50740273,75430191,47587122,1788846,5634042,3767178,1547556.377,4850624.691,3640154.352,Financial Institution - 2,Address the economic and social drivers of conflict and violent extremism,Jan-15,Mar-16,,SSF,"UK, Sweden, Denmark, EU, Netherlands and Norway",Micro Dahab,NGOs,284400,155000,284400,0,N/A,Significant,Principal,Significant,25833,47400,,73233
Jubaland,Inclusive and sustainable economic growth,Private Sector Development & Employment,50740273,75430191,47587122,1788846,5634042,3767178,1547556.377,4850624.691,3640154.352,Job Placement Scheme for Female Graduates,Address the economic and social drivers of conflict and violent extremism,Oct-14,Aug-16,Women's empowerment,SSF,"UK, Sweden, Denmark, EU, Netherlands and Norway",IFTIN,NGOs,229200,63220,193303,0,N/A,Principal,Principal,Principal,12644,38661,,51305
Jubaland,Inclusive and sustainable economic growth,Private Sector Development & Employment,50740273,75430191,47587122,1788846,5634042,3767178,1547556.377,4850624.691,3640154.352,Consortium Management,Address the economic and social drivers of conflict and violent extremism,Jan-15,Sep-16,,SSF,"UK, Sweden, Denmark, EU, Netherlands and Norway",Insight Solutions,NGOs,198805,14875,129205,0,N/A,Significant,Significant,Significant,2479,21534,,24013
Jubaland,Inclusive and sustainable economic growth,Private Sector Development & Employment,50740273,75430191,47587122,1788846,5634042,3767178,1547556.377,4850624.691,3640154.352,JOINT PROGRAMME ON YOUTH EMPLOYMENT - 3,"Sub-Outcome 1: Improved long-term potential for growth, productivity and inclusive employment through six value chains implementation plans. • Sub-Outcome 2 Enhanced longer-term employability of youth in sectors with high growth and employment potential. • Sub-Outcome 3: Productive infrastructure rehabilitated through labour-intensive methods",Jan-15,Dec-16,,UNDP,"Sweden, Denmark, Italy",UNDP,UN,8900500,214230.79,1034972,0,http://www.so.undp.org/,Significant,Significant,Significant,30604,147853,,178457
Jubaland,Inclusive and sustainable economic growth,Private Sector Development & Employment,50740273,75430191,47587122,1788846,5634042,3767178,1547556.377,4850624.691,3640154.352,Trade and Private Sector Development,"To support Somalis in achieving their full economic potential, Somalia needs an enabling policy, legal and regulatory environment that is stable and transparent and that supports private–sector initiative. UNDP will, in collaboration with other specialized institutions, support such an environment by capitalizing on previous private-sector initiatives implemented by donors/organizations.",Jan-13,Jan-15,,UNDP,"UNDP, UNDP Sweden",UNDP,UN,661484,218964.17,21195,0,http://www.so.undp.org/,Significant,Significant,Significant,31281,3028,,34309
Jubaland,Inclusive and sustainable economic growth,Private Sector Development & Employment,50740273,75430191,47587122,1788846,5634042,3767178,1547556.377,4850624.691,3640154.352,Community Stablization: Countering Violence and Extremism through Skills Training and Livelihoods Support for At-Risk Youth in Kismayo(CSR II),To stabilize the security situation by providing vocational training and livelihoods in Kismayo,Jan-15,Jul-16,,Japan,Japan,UNIDO,UN,1050000,1050000,0,0,,Not targeted,Principal,Significant,1050000,,,1050000
Jubaland,Inclusive and sustainable economic growth,Productive Sectors,50740273,75430191,47587122,1788846,5634042,3767178,241289.8889,783417.1111,127023.6667,Enhancing Somali Livestock Trade (ESOLT),To enhance market access of Somali livestock and livestock products,Nov-14,May-17,Livestock,EU,EU,AUIBAR,NGOs,3333333.333,1007751.111,1992248.889,333333.3333,,Not Targeted,Significant,Not Targeted,125969,249031,41667,416667
Jubaland,Inclusive and sustainable economic growth,Productive Sectors,50740273,75430191,47587122,1788846,5634042,3767178,241289.8889,783417.1111,127023.6667,Strengthening Fishery Sector for Improved Livelihoods and Community Development in Kismayo,Address the economic and social drivers of conflict and violent extremism,Jan-15,Aug-17,,SSF,"UK, Sweden, Denmark, EU, Netherlands and Norway",ARC,NGOs,619743,115321,534386,85357,N/A,Principal,Principal,Significant,115321,534386,85357,735064
Jubaland,"Peace, security, and rule of law",Security,50740273,75430191,47587122,10199153,19862052,8087670,0,1767103.708,1148037.462,Socio-economic Reintegration of Ex-Combatants and Youth at Risk Project,The overall development objective of the project is to promote sustainable reintegration of youth at risk including ex-combatants. The specific objective is to equip these youth with the needed social and livelihoods skills for sustainable reintegration into society and help enhance government’s capacity for tackling youth unemployment. The expected outcomes are sustainable reintegration of youth at risk including ex-combatants and enhanced government capacity for youth empowerment and reintegration programming.,Jan-16,Jan-17,,IOM,African Development Bank (AFDB),IOM and Forcier Consulting (baseline assessment),UN & Private Sector,4251990.6,0,1700796.24,2551194.36,n/a,Significant,Principal,Principal,,765358,1148037,1913395
Jubaland,"Peace, security, and rule of law",Security,50740273,75430191,47587122,10199153,19862052,8087670,0,1767103.708,1148037.462,"Support for the National Programme on the Treatment and Handling of Disengaging Combatants in Baidoa and Kismayo – Transition, Reintegration and Socioeconomic Reintegration Monitoring",The project supports the rehabilitation and reintegration of disengaged combatants through: 1. Establishment and start-up of a transition centre in Kismayo. 2. Continuation of technical and financial support to the running of the Baidoa Transition Centre. 3. Provision of reintegration activities and socioeconomic reintegration monitoring of disengaged combatants after their release and reinsertion into communities in Baidoa.,Jan-16,Jan-16,,IOM,Permanent Mission of Germany to the UN,IOM and Rural Education and Agriculture Development Organisation (READO) in SWS (reintegration component),UN & NGOs,2003490.8,0,2003490.8,0,n/a,Significant,Principal,Principal,,1001745,,1001745
Puntland,Building effective & efficient institutions,CSR/Public Administration,77520491,87315774,73759808,14135372,16873070,14681774,6218122.102,6737269.733,7189404.044,Strengthening Somali Governance (SSG),"Objective 1: Legislative, oversight, and representational functions of Somalia’s deliberative bodies improved Objective 2: Ability of targeted government institutions to carry out essential functions improved Objective 3: Citizen awareness of and engagement in government decision-making increased",Jan-14,Jan-17,,USA,"USA,",Chemonics,Private Sector,22872985,6322346,8300770,1800000,,Significant,Significant,Significant,632235,830077,180000,1642312
Puntland,Building effective & efficient institutions,CSR/Public Administration,77520491,87315774,73759808,14135372,16873070,14681774,6218122.102,6737269.733,7189404.044,JPLG - 12 (split against sectors of activity),"The overall objective of the programme is to promote improvements in local governance quality that can contribute to peace consolidation, state development and equitable service delivery. To achieve this, the programme outcomes are structured around three mutually reinforcing strategies: 1) Supporting policy and legislative reforms for functional, fiscal and administrative decentralization that clarify and enhance the roles of local governments, their relation¬ships to central government, and as a means to improve local service delivery; 2) Improving local government capacity for equitable service delivery; 3) Improving and expanding the delivery of sustainable services to citizens in an equit¬able, responsive and socially accountable manner and promoting local economic environment.",Jan-13,Jan-17,"Technical assistance, HR and ops",UN JPLG,"SIDA, EC, DFID, DENMARK, SDC and Norway","UNDP, UNICEF, UN Habitat, UNCDF and ILO",UN,100618908,6542153.146,6696243.161,6364115.459,http://mptf.undp.org/factsheet/fund/JSO00,Significant,Principal,Not targeted,2237416,2290115,2176527,6704058
Puntland,Building effective & efficient institutions,CSR/Public Administration,77520491,87315774,73759808,14135372,16873070,14681774,6218122.102,6737269.733,7189404.044,JPLG - 2 (split against sectors of activity),"The overall objective of the programme is to promote improvements in local governance quality that can contribute to peace consolidation, state development and equitable service delivery. To achieve this, the programme outcomes are structured around three mutually reinforcing strategies: 1) Supporting policy and legislative reforms for functional, fiscal and administrative decentralization that clarify and enhance the roles of local governments, their relation¬ships to central government, and as a means to improve local service delivery; 2) Improving local government capacity for equitable service delivery; 3) Improving and expanding the delivery of sustainable services to citizens in an equit¬able, responsive and socially accountable manner and promoting local economic environment.",Jan-13,Jan-17,,UN JPLG,"SIDA, EC, DFID, DENMARK, SDC and Norway","UNDP, UNICEF, UN Habitat, UNCDF and ILO",UN,100618908,6247301.114,6394446.358,6077287.509,http://mptf.undp.org/factsheet/fund/JSO00,Significant,Principal,Not targeted,2136577,2186901,2078432,6401910
Puntland,Building effective & efficient institutions,CSR/Public Administration,77520491,87315774,73759808,14135372,16873070,14681774,6218122.102,6737269.733,7189404.044,Strengthening Institutional Performance,The objective of the SIP Project is in line with the CD Flagship Programme objective to “enable the governments to fill critical capacity gaps in the civil service and to strengthen the capacity of key ministries and agencies to perform core government functions”.,Jan-15,Dec-17,,UNDP,"DfID, EC, UNDP, Norway, SIDA",UNDP,UN,16895581,5000000,5000000,6895581,http://www.so.undp.org/,Principal,Principal,Significant,100000,100000,137912,337912
Puntland,Building effective & efficient institutions,CSR/Public Administration,77520491,87315774,73759808,14135372,16873070,14681774,6218122.102,6737269.733,7189404.044,Public Sector Capacity Injection and Institutional Strengthening,Enable the government to fill critical capacity gaps in the civil service and strengthen the capacity of key ministries and agencies to perform core government functions,Jan-15,Jan-20,,WB,"MPF Donors (Denmark, EU, Finland, Italy, Norway, Sweden, Switzerland, SPF, UK, USAID)",Government counterparts,Government,20000000,1193813,2819931,7000000,somaliampf.org,Significant,Principal,Not targeted,298453,704983,1750000,2753436
Puntland,Building effective & efficient institutions,CSR/Public Administration,77520491,87315774,73759808,14135372,16873070,14681774,6218122.102,6737269.733,7189404.044,"Strengthening Institutions through Diaspora Assistance in Somalia (SIDA-MIDA) - Public Financial Management, Justice and Health",To contribute to the on-going process of stabilization and state-building of Somalia by developing the capacities of key government institutions through the mobilization of Somali diaspora resources.,Jan-13,Jan-16,Diaspora engagement / Capacity development,IOM,Swedish International Development Cooperation Agency,IOM,UN,4164770.07,2376119,1788650,0,http://www.quests-mida.org/,Significant,Principal,Significant,792040,596217,,1388257
Puntland,Building effective & efficient institutions,CSR/Public Administration,77520491,87315774,73759808,14135372,16873070,14681774,6218122.102,6737269.733,7189404.044,National Capacity Self Assessment,Take stock of Somalia’s existing capacities and specific capacity needs and priorities,Apr-15,Dec-16,,UNDP,"GEF, UNDP",UNDP,UN,200000,51100,148000,51100,http://www.so.undp.org/,Significant,Significant,Significant,7300,21143,7300,35743
Puntland,Building effective & efficient institutions,CSR/Public Administration,77520491,87315774,73759808,14135372,16873070,14681774,6218122.102,6737269.733,7189404.044,Connecting Diaspora for Development (CD4D) - Engaging Diaspora for Institutional Development in Six Target Countries,"Contribute to the development of targeted sectors in the six selected countries, through capacity strengthening of selected institutions",Jan-16,,Diaspora engagement / Capacity development,IOM,"Government of Netherlands, Minister of Foreign Affairs",IOM,UN,89888.84,0,22552.73,29927.16,http://www.quests-mida.org/,Significant,Principal,Significant,,7518,9976,17494
Puntland,Building effective & efficient institutions,CSR/Public Administration,77520491,87315774,73759808,14135372,16873070,14681774,6218122.102,6737269.733,7189404.044,ResearchCare Africa Conflict Analysis Gender,Services,Jan-16,Aug-16,,SSF,"UK, Sweden, Denmark, EU, Netherlands and Norway",Judith Gardner,Private Sector,1902.4,0,1902.4,0,N/A,Significant,Principal,Significant,,317,,317
Puntland,Building effective & efficient institutions,CSR/Public Administration,77520491,87315774,73759808,14135372,16873070,14681774,6218122.102,6737269.733,7189404.044,MIDA Italy: Multi-Sectoral Approach to Enhance Service Delivery and Increase Livelihood Opportunities for the Youth in Somalia,To contribute to the reinforcement of Somali government institutions’ capacities within Somalia through mobilization of Somali diaspora and local resources,Jan-17,Jan-17,Capacity Development,IOM,Ministry of Foreign Affairs of the Italian Republic – Directorate General for Development Cooperation,IOM,UN,2123142.222,0,0,2123142.222,n/a,Significant,Principal,Significant,,,849257,849257
Puntland,Building effective & efficient institutions,CSR/Public Administration,77520491,87315774,73759808,14135372,16873070,14681774,6218122.102,6737269.733,7189404.044,Temporary Return of Qualified Nationals,"The purpose of the monitoring/assessment mission to Somalia was to monitor the on-going assignments in Somalia, which take place in the framework of the Temporary Return of Qualified Nationals (TRQN) III project and to participate in a MIDA Somalia Conference in Addis Abba to discuss the progress of the MIDA Somalia projects, including TRQN III, the best practices, lessons learned and the mid term evaluation of the MIDA Somalia projects.",Jan-12,Mar-16,,IOM,"Government of Netherlands, Minister for Foreign Trade and Development Cooperation",IOM,UN,44066.34,44066.34,0,0,http://www.quests-mida.org/,Significant,Principal,Significant,14101,,,14101
Puntland,Building national resilience capacity,Durable Solutions,77520491,87315774,73759808,15601371,14953995,17714788,555212.3,5641063.047,3336069.852,"Provision of permanent shelter to locally integrating IDPs and vulnerable host community in Galkayo, Puntland, Somalia","Sustainable shelter solutions provided to IDPs, vulnerable host community and returnees reintegrating with their families Family Latrine to improve the sanitation conditions Training on construction and awareness",Jan-16,Jan-16,,UNHCR,"USA, Japan, Canada, UK, Germany, ECHO, CHF",NRC,NGOs,630905.17,0,630905.17,0,,Significant,Significant,NA – not screened,,630905,,630905
Puntland,Building national resilience capacity,Durable Solutions,77520491,87315774,73759808,15601371,14953995,17714788,555212.3,5641063.047,3336069.852,"Enhanced self-reliance, livelihoods, and coexistence for IDPs in Galkayo",To support the process of local integration of protracted IDPs through implementing livelihood projects for IDPs and host communities.,Jan-16,Jan-16,,UNHCR,"USA, Japan, Canada, UK, Germany, ECHO, CHF",DRC,NGOs,595000,0,595000,0,,Significant,Significant,NA – not screened,,595000,,595000
Puntland,Building national resilience capacity,Durable Solutions,77520491,87315774,73759808,15601371,14953995,17714788,555212.3,5641063.047,3336069.852,"Provision of permanent shelter to locally integrating IDPs and vulnerable host community in Garowe, Puntland, Somalia",Potential for integration realized,Jan-16,Jan-16,,UNHCR,"USA, Canada, ECHO, Germany, Japan, KSC, DFID",Norwegian Refugees Council (NRC),NGOs,472924.57,0,472924.57,0,,Significant,Significant,NA – not screened,,472925,,472925
Puntland,Building national resilience capacity,Durable Solutions,77520491,87315774,73759808,15601371,14953995,17714788,555212.3,5641063.047,3336069.852,Promoting livelihoods and Self-resilience for Refugees in Puntland,Access to self-employment / business facilitated through grants,Jan-16,Jan-16,,UNHCR,"USA, Canada, ECHO, Germany, Japan, KSC, DFID",Danish Refugee Council (DRC),NGOs,451603,0,451603,0,,Significant,Significant,NA – not screened,,451603,,451603
Puntland,Building national resilience capacity,Durable Solutions,77520491,87315774,73759808,15601371,14953995,17714788,555212.3,5641063.047,3336069.852,"Support to Ministry of Interior, IDP Affairs Department for implementation of Puntland Local Integration Strategy","1) Law and policy developed or strengthened 2) Comprehensive Solutions strategy developed, strengthened or updated",Jan-16,Jan-16,,UNHCR,"USA, Canada, ECHO, Germany, Japan, DFID","Puntland Ministry of Interior, Local Government and Rural Development",Government,291360,0,291360,0,,Significant,Principal,NA – not screened,,291360,,291360
Puntland,Building national resilience capacity,Durable Solutions,77520491,87315774,73759808,15601371,14953995,17714788,555212.3,5641063.047,3336069.852,"Provision of education, health and GBV services for refugees in Galkayo",Access to basic services for refugees is improved and risk of SGBV is reduced and quality of response improved,Jan-16,Jan-16,"Health, Education, GBV",UNHCR,"Germany, Japan,UK, USA",RI and Galkayo Medical Foundation (GMF),NGOs,260276,0,260276,0,,Significant,Significant,NA – not screened,,130138,,130138
Puntland,Building national resilience capacity,Durable Solutions,77520491,87315774,73759808,15601371,14953995,17714788,555212.3,5641063.047,3336069.852,"Support to Ministry of Interior, Refugee Affairs Department for Registration Capacity Building and Reception Centre management",1) Quality of registration and profiling improved or maintained 2) Reception conditions improved,Jan-16,Jan-16,,UNHCR,"USA, Canada, ECHO, Germany, Japan, KSC, DFID","Puntland Ministry of Interior, Local Government and Rural Development",Government,259830,0,259830,0,,Significant,Principal,NA – not screened,,259830,,259830
Puntland,Building national resilience capacity,Durable Solutions,77520491,87315774,73759808,15601371,14953995,17714788,555212.3,5641063.047,3336069.852,"Provision of SGBV prevention, response and assistance to Internally Displaced Persons in Bossaso, Qardho and Garowe IDP settlements",Risk of SGBV is reduced and quality of response increased,Jan-16,Jan-16,GBV,UNHCR,"USA, Canada, ECHO, Germany, Japan KSC, DFID",KAALO AID and Development,NGOs,120000,0,120000,0,,Significant,Significant,NA – not screened,,120000,,120000
Puntland,Building national resilience capacity,Durable Solutions,77520491,87315774,73759808,15601371,14953995,17714788,555212.3,5641063.047,3336069.852,"Legal Assistance and Protection of Refugees and Asylum Seekers in Bossaso, Galkayo, Gardo and Garowe",Access to legal assistance and legal remedies improved,Jan-16,Jan-16,Justice and law enforcement,UNHCR,"USA, Canada, ECHO, Germany, Japan, KSC, DFID",KAALO AID and Development,NGOs,112168,0,112168,0,,Significant,Significant,NA – not screened,,112168,,112168
Puntland,Building national resilience capacity,Durable Solutions,77520491,87315774,73759808,15601371,14953995,17714788,555212.3,5641063.047,3336069.852,RE-INTEG - Conducive environment for reintegration,To contribute to create a conducive environment for anchoring the population in Somalia and to increase access to basic services and creation of realistic livelihood opportunities in the main accessible areas of return and departure in Somalia,Jan-16,,,EU,EU,TBD,Unclear / TBD,36666666.67,0,14444444.44,14444444.44,,Significant,Significant,Significant,,2407407,2407407,4814814
Puntland,Building national resilience capacity,Durable Solutions,77520491,87315774,73759808,15601371,14953995,17714788,555212.3,5641063.047,3336069.852,Achieving local solutions to displacement crises in Somalia. A human security approach to Durable Solutions,1. Participatory and inclusive community-driven activities enhance social cohesion and trust among diverse population groups and with local authorities 2. Spatial approaches are streamlined in functioning systems and processes to support enhancement of human security (Kismayo pilot) 3. Future programmes on durable solutions are evidence-based and build on learning,Jan-17,,,UN-Habitat,HSTF,"UN-Habitat, IOM",UN,0,0,0,928208,,Significant,Significant,Significant,,,928208,928208
Puntland,Building national resilience capacity,Durable Solutions,77520491,87315774,73759808,15601371,14953995,17714788,555212.3,5641063.047,3336069.852,"Mapping of the policy framework, institutional capacity and existing intervention in mixed migration management in Somalia","The purpose of this action is to increase a shared understanding within the EU and Somalia stakeholders of the current policy and institutional framework and existing capacity in managing mixed migration flows in Somalia & to identify gaps and needs that require urgent intervention as well as to propose concrete options for actions under RE-INTEG Result 2 (at improving and implementing policies and legal framework for IDPs, refugees and returnees and strengthening capacity and cross-border cooperation)",Jan-16,Jan-16,,EU,EU,Dansk Flygtningehjaelp Forening,NGOs,36355.55556,0,32720,3635.555556,,Significant,Not Targeted,Not Targeted,,4090,454,4544
Puntland,Building national resilience capacity,Durable Solutions,77520491,87315774,73759808,15601371,14953995,17714788,555212.3,5641063.047,3336069.852,"Horn/ Gulf of Aden/Yemen: Improving Protection of Migrants, Phase VI - Kenya","The objective of the project is to contribute to strengthened and humane management of mixed migration flows in the Horn of Africa and Yemen. This will be accomplished by achieving the three following outcomes: Outcome 1: National governments commit to and make progress towards achieving Recommendations 1.1, 1.2, 1.3, and 1.4 from the 2014 Regional Committee on Mixed Migration. Outcome 2: Migrants and potential migrants make informed migration decisions on the basis of accurate and comprehensive information. Outcome 3: Vulnerable migrants enjoy increased protection through effective protection systems in the region.",Jan-15,Sep-16,,IOM,US Population Refugees & Migration (PRM),IOM and Migration Response Centers (MRC),UN & NGOs,441698.4,110424.6,331273.8,0,n/a,Significant,Principal,Not targeted,55212,165637,,220849
Puntland,Building national resilience capacity,Durable Solutions,77520491,87315774,73759808,15601371,14953995,17714788,555212.3,5641063.047,3336069.852,Continuation of Integration of Long Term IDPs into the Host Community in Bossaso,"Six selected settlements upgraded, up to 500 permanent shelter units provided, and living conditions of up to 500 families improved",Jan-13,Jan-15,,UN-Habitat,Government of Japan,UN-Habitat,UN,2000000,500000,0,0,,Significant,Significant,Significant,500000,,,500000
Puntland,Social & human capital,Education,77520491,87315774,73759808,23741372,25079540,25965715,10348583.26,5743918.443,4004483.43,"Provision of basic services (health, education) to refugees in Bosaso, Gardo, Badan and Garowe - 2",Population has optimal access to education,Jan-16,Jan-16,Solutions for the displaced,UNHCR,"USA, Canada, ECHO, Germany, Japan, KSC, DFID",Gruppo Per Le Relazioni Transculturali (GRT),NGOs,201451,0,201451,0,,Significant,Significant,NA – not screened,,201451,,201451
Puntland,Social & human capital,Education,77520491,87315774,73759808,23741372,25079540,25965715,10348583.26,5743918.443,4004483.43,Waxbarashadu Waa Iftiin II - Education is light II,"This project will consolidate and expand the gains achieved through Waxbarashadu Waa Iftiin I. Waxbarashadu Waa Iftiin II has been formulated through extensive dialogue between the Ministry of Education and Higher Education (MoE&HE), consortium partners and the European Union (EU). This objective was set together with the EU and contributes to overarching EU strategy in which strengthened education plays a fundamental role in poverty alleviation, peace and security. This will be achieved through a strategic, sector wide programme that holistically addresses the key constraints that face Puntland learners in accessing quality educational services.",Nov-15,Oct-18,,EU,EU,STICHTING CARE NEDERLAND,NGOs,7777777.778,3495895.5,1888888.889,1615215.556,,Significant,Significant,Not Targeted,3495896,1888889,1615216,7000001
Puntland,Social & human capital,Education,77520491,87315774,73759808,23741372,25079540,25965715,10348583.26,5743918.443,4004483.43,ELMIDOON “Seeking Knowledge” ENHANCED ACTION (ELENA),"The programme will consolidate and improve existing education opportunities and provide additional public quality primary and secondary education opportunities in 11 regions of Somalia (Banadir, Galmudug, Mudug, Bay, Bakool, Lower Shabelle, Middle Shabelle, Lower Jubba, Galgadud, Gedo and Hiraan). The Somalia Special Support Programme (SSSP) highlights education and governance as two important sectors. In light of this, the Action builds on the objectives of these two sectors with emphasis on education.",Aug-15,Aug-17,,EU,EU,ADRA DEUTSCHLAND EV,NGOs,6666666.667,2222222.222,2222222.222,1555555.556,,Significant,Significant,Significant,555556,555556,388889,1500001
Puntland,Social & human capital,Education,77520491,87315774,73759808,23741372,25079540,25965715,10348583.26,5743918.443,4004483.43,JPLG - 7 (split against sectors of activity),"The overall objective of the programme is to promote improvements in local governance quality that can contribute to peace consolidation, state development and equitable service delivery. To achieve this, the programme outcomes are structured around three mutually reinforcing strategies: 1) Supporting policy and legislative reforms for functional, fiscal and administrative decentralization that clarify and enhance the roles of local governments, their relation¬ships to central government, and as a means to improve local service delivery; 2) Improving local government capacity for equitable service delivery; 3) Improving and expanding the delivery of sustainable services to citizens in an equit¬able, responsive and socially accountable manner and promoting local economic environment.",Jan-13,Jan-17,Decentralized service delivery modeling in Education,UN JPLG,"SIDA, EC, DFID, DENMARK, SDC and Norway","UNDP, UNICEF, UN Habitat, UNCDF and ILO",UN,100618908,318598.5047,326102.5859,309928.1878,http://mptf.undp.org/factsheet/fund/JSO00,Significant,Principal,Not targeted,108961,111527,105995,326483
Puntland,Social & human capital,Education,77520491,87315774,73759808,23741372,25079540,25965715,10348583.26,5743918.443,4004483.43,Analytical and Technical Assistance on Education,"Address critical knowledge and information gaps in education sector and provide technical assistance to strengthen the capacity of the public education delivery system to manage a diversity of service providers and address the challenges of policies, governance, access, quality and equity in a sustainable manner.",Jan-16,,PFM & Revenue,WB,"MPF Donors (Denmark, EU, Finland, Italy, Norway, Sweden, Switzerland, SPF, UK, USAID)",WB-Executed,IFI,1000000,0,46576,250000,somaliampf.org,Significant,Significant,Not targeted,,6654,35714,42368
Puntland,Social & human capital,Education,77520491,87315774,73759808,23741372,25079540,25965715,10348583.26,5743918.443,4004483.43,Education Sector Development Support for Regions in South and Central Somalia,"To expand education and training opportunities, contributing to poverty reduction within a peaceful, secure and democratic Somalia.",Jan-16,,,EU,EU,TBD,Unclear / TBD,9596460,0,0,9596460,,,,,,,1599410,1599410
Puntland,Social & human capital,Education,77520491,87315774,73759808,23741372,25079540,25965715,10348583.26,5743918.443,4004483.43,Infrastructure Sector Vocational and higher education,"To promote economic growth through infrastructure development, employment creation and sustainable natural resources management.",Jan-16,,,EU,EU,TBD,Unclear / TBD,3888888.889,0,0,777777.7778,,,,,,,259259,259259
Puntland,Social & human capital,Education,77520491,87315774,73759808,23741372,25079540,25965715,10348583.26,5743918.443,4004483.43,"Support to education in South Central, Somaliland and Puntland",,,,,Norway,Norway,"Norwegian Refuge Council Norwegian Church Aid, adra, Save the Children",NGOs,0,9012345.679,3333333.333,0,,NA – not screened,NA – not screened,NA – not screened,3004115,1111111,,4115226
Puntland,Social & human capital,Education,77520491,87315774,73759808,23741372,25079540,25965715,10348583.26,5743918.443,4004483.43,Teacher and School Leadership Training for Formal Education for Out-of-School Children in Somalia,"The Education a Child-funded, UNICEF-UNESCO partnership initiative will help educate 64,000 out-of-school children in the hardest to reach communities. To realize this goal, 2,342 teachers and head/deputy head teachers will be trained on child-centered methodologies and multi-grade teaching skills, school leadership and management using customized materials",Jan-14,Jan-17,,UNESCO,Educate A Child,UNICEF-EAC,UN & Regional Actor,2385774,438394,795624,0,,Significant,Significant,Not targeted,62628,113661,,176289
Puntland,Social & human capital,Education,77520491,87315774,73759808,23741372,25079540,25965715,10348583.26,5743918.443,4004483.43,Skills for Life in Somalia: Improving Literacy Levels and Life Skills among Youth and Women,To improve the education and livelihood conditions of out of school youth (14-29 years old) and illiterate adults (15 years and above),Jan-14,Jan-16,,UNESCO,"UNESCO, Al-Makhtoum Foundation",UNESCO,UN,1000000,150000,144913,0,,Significant,Significant,Not targeted,21429,20702,,42131
