Location,NDP Pillar,SubSector,2015 Location Total,2016 LocationTotal,2017 Location Total,2015 Pillar Total,2016 Pillar Total,2017 Pillar Total,2015 SubSector Total,2016 SubSector Total,2017 SubSector Total,Project title,Project objectives / purpose,Start Date,End Date,Links to other Sector,Reporting Agency,Funder,Implementers,Implementer Category,Project Value (USD),2015 Disbursements (USD),2016 Disbursements (USD),2017 Disbursements (USD),Links to project webpages or documents,Gender,Capacity building,Stabilization,2015 Project Location Allocation,2016 Project Location Allocation,2017 Project Location Allocation
Puntland,Infrastructural restoration & development,Infrastructure,77520491,87315774,73759808,10947216,7952394,4702347,10947216.42,7952394.272,4702347.079,Conflict Prevention and Social Stabilisation Project through Gender Sensitive Bossasso Market Rehabilitation and Entrepreneurship Development,"This project aims to improve basic infrastructure of a market area in Bossasso in Somalia, particularly targeting gender mainstreaming in the infrastructure design. Also this project will provide capacity building activities for traders, mostly female, in the market for improving their livelihood.",1/4/15,31/07/2016,,UNOPS,Government of Japan,UNOPS,UN,2650000,739583,1910417,0,,Principal,Significant,Not targeted,739583,1910417,0
Puntland,Infrastructural restoration & development,Infrastructure,77520491,87315774,73759808,10947216,7952394,4702347,10947216.42,7952394.272,4702347.079,Upgrading of Bossaso Airport,"The project objectives include upgrading of the existing aerodrome to paved standards complete with surface markings and signs, with paved runway measuring 2400m long; construction of drainage system and a perimeter fence to ICAO Code 4C.",1/9/13,1/9/16,,UNOPS,"UNOPS, Government of Italy",UNOPS,UN,8584804,6944946,481082,0,,Not targeted,Significant,Significant,6944946,481082,0
Puntland,Infrastructural restoration & development,Infrastructure,77520491,87315774,73759808,10947216,7952394,4702347,10947216.42,7952394.272,4702347.079,Boosting Economic Development by Improving North South Connectivity through the rehabilitation of the Garowe City - Garowe Airport Road,"This project aims to provide access to markets and basic social services, improve capacity of the local authorities and contractors engaged in the rehabilitation and improve security, safety, trade and development to the communities along the 16 km road and with assessments over a lenth of 500km of road, for future planning of repair by others.",1/4/14,1/3/15,,UNOPS,Government of Japan,UNOPS,UN,1000000,279588.65,6010,0,,Not targeted,Significant,Significant,279588.65,6010,0
Puntland,Infrastructural restoration & development,Infrastructure,77520491,87315774,73759808,10947216,7952394,4702347,10947216.42,7952394.272,4702347.079,ICT Sector Support - Phase I,Contribute towards the process of developing a regulatory framework for the telecommunications sector and building an ICT infrastructure in Somalia,1/3/14,31/03/2016,,WB,"Phase 1: WB SPF Phase 2: MPF Donors (Denmark, EU, Finland, Italy, Norway, Sweden, Switzerland, SPF, UK)","Government counterparts, AfricaConnect, WB",Government & IFI,2000000,1500000,250000,0,http://blogs.worldbank.org/ic4d/supporting-ict-sector-somalia,Not targeted,Significant,NA – not screened,105000,17500,0
Puntland,"Peace, security, and rule of law",Justice & Law Enforcement,77520491,87315774,73759808,8994747,14406967,5067028,4973049.792,7139836.816,854492.7903,Strengthening Immigration and border management capacity of the Federal Government of Somalia,"The project intends to contribute to improved Immigration legislation and cooperation, and address the institutional capacity gaps at the Immigration Departments in Somalia.",1/1/17,1/12/19,,IOM,UK Foreign and Commonwealth Office,IOM,UN,1548476.786,0,0,774238.3929,n/a,Significant,Principal,Significant,0,0,154847.6786
Puntland,"Peace, security, and rule of law",Justice & Law Enforcement,77520491,87315774,73759808,8994747,14406967,5067028,4973049.792,7139836.816,854492.7903,Enhancing Somalia’s institutional operations and international cooperation in border management: FGoS Delegation Visit to the UK,"To contribute to the improved border management and cooperation capacities of the Federal Government of Somalia (FGoS) in controlling irregular migration, while facilitating the growing number of returns.",1/12/16,1/1/17,,IOM,UK Foreign and Commonwealth Office,IOM,UN,38137.5,0,0,38137.14286,n/a,Significant,Principal,Significant,0,0,7627.428571
Puntland,"Peace, security, and rule of law",Justice & Law Enforcement,77520491,87315774,73759808,8994747,14406967,5067028,4973049.792,7139836.816,854492.7903,Support to Enhancing Institutional Capacity of Department of Immigration,Contribute to enhancing the institutional capacity of the Departments of Immigration under the Federal Government and regional authorities of Somaliland and Puntland as more effective institutions with capability to deliver and maintain the services in a more self-reliant manner.,1/12/13,1/12/16,,IOM,"Government of Norway, Ministry of Foreign Affairs",IOM,UN,1528720.15,688369.38,840350.77,0,n/a,Significant,Principal,Significant,137673.876,168070.154,0
Puntland,"Peace, security, and rule of law",Justice & Law Enforcement,77520491,87315774,73759808,8994747,14406967,5067028,4973049.792,7139836.816,854492.7903,SOMALIA JOINT RULE OF LAW PROGRAMME,"1. Key priority laws in the legal framework, including on the reorganization of the judiciary, are aligned with the Constitution and international standards. 2. Justice institutions to start to address the key grievances and injustices of Somalis. 3. More Somalis have access to fair and affordable justice",1/7/15,31/12/2017,,UNDP,"UN MPTF Donors: Denmark, EU, Italy, Norway, Sweden, Switzerland, UK, and PBF",UNDP,UN,66716763,11580091.08,14140548,0,http://www.so.undp.org/,Principal,Significant,Significant,3860030.36,4713516,0
Puntland,"Peace, security, and rule of law",Justice & Law Enforcement,77520491,87315774,73759808,8994747,14406967,5067028,4973049.792,7139836.816,854492.7903,"Laws, regulatory frameworks and services are put in place to adequately address children's access to justice","To strengthen institutional capacity , frameworks and services to ensure children have access to justice",1/1/13,1/12/16,,UNICEF,"UNICEF, UN MPTF Donors: Denmark, EU, Italy, Norway, Sweden, Switzerland, UK, and PBF","FGS, Government of Puntland, Government of Somaliland",Government,3500929,1449000,2333952,0,Not available,Significant,Principal,Significant,159390,256734.72,0
Puntland,"Peace, security, and rule of law",Justice & Law Enforcement,77520491,87315774,73759808,8994747,14406967,5067028,4973049.792,7139836.816,854492.7903,Capacity Building Support for Migration Management in Puntland and South Central Somalia,"The overall objective of this project is to contribute to strengthening the technical capacity of the Federal Government of Somalia and Puntland State to better manage migration and migration related information through: 1) Improving infrastructure and access to equipment at key ports of entry for enhanced migration data connectivity and sharing, 2) Building the capacity of immigration officials with migration management functions, particularly in the area of data collection, analysis, and sharing, and 3) Improving cooperation within and between the FGoS and the Puntland State authorities in border security and migration management.",1/4/15,1/3/17,Solutions for the displaced,IOM,"Government of Netherlands, Minister of Foreign Trade and Development Cooperation",IOM,UN,1174076.79,0,938437.17,235639.62,n/a,Significant,Principal,Significant,0,281531.151,70691.886
Puntland,"Peace, security, and rule of law",Justice & Law Enforcement,77520491,87315774,73759808,8994747,14406967,5067028,4973049.792,7139836.816,854492.7903,Capacity Building for Migration Management in Puntland and Federal Government of Somalia,"To contribute to strengthening the Federal Government's and Puntland State's collaboration and technical capacity to manage migration and migration related data, the project: - Provides and operationalizes necessary technical equipment at seven ports of entry (PoEs); - Enhances the capacity of frontline immigration officers in IT and data capturing and entry; - Sensitizes senior immigration and government officials on Migration Information and Data Analysis System (MIDAS) data analysis and reporting;  - Fosters operational collaboration between the Federal Government and Puntland State.",1/11/15,1/3/16,Solutions for the displaced,IOM,UK Foreign and Commonwealth Office,IOM,UN,201675.3,18209.33,183465.97,0,n/a,Significant,Principal,Significant,5462.799,55039.791,0
Puntland,"Peace, security, and rule of law",Justice & Law Enforcement,77520491,87315774,73759808,8994747,14406967,5067028,4973049.792,7139836.816,854492.7903,Justice (XEAU78) - 2,"To support the Government of Somalia through capacity building, and technical and advisory assistance establish unified, capable, accountable and rights-based Somali Police Force providing safety and order for all the people of Somalia",1/7/15,1/12/16,,UNODC,UNODC,UNODC,UN,1791220,40000,1751220,0,,Significant,Significant,Significant,10000,437805,0
Puntland,"Peace, security, and rule of law",Justice & Law Enforcement,77520491,87315774,73759808,8994747,14406967,5067028,4973049.792,7139836.816,854492.7903,Civilian Police Project Support to the Somalia Police Force,"Somali women, men, girls and boys benefit from more inclusive, equitable and accountable governance, improved services, human security, access to justice and human rights. Strengthened institutional and technical capacity of police services in Somalia utilizing a community and rights based approach.",1/1/13,1/6/15,Police,UNDP,"UNDP, Japan Norway Denmark EU & UK Counter Piracy Trust UNDP",UNDP,UN,30000000,1497904.68,0,0,http://www.so.undp.org/,Significant,Principal,Principal,499301.56,0,0
Puntland,"Peace, security, and rule of law",Justice & Law Enforcement,77520491,87315774,73759808,8994747,14406967,5067028,4973049.792,7139836.816,854492.7903,Justice (XEAU78) - 1,"To support the Government of Somalia through capacity building, and technical and advisory assistance establish independent and accountable justice institutions capable of addressing the justice needs of the people of Somalia by delivering justice for all",1/7/15,1/12/16,,UNODC,UNODC,UNODC,UN,1402256,200000,1202256,0,,Significant,Significant,Significant,50000,300564,0
Puntland,"Peace, security, and rule of law",Justice & Law Enforcement,77520491,87315774,73759808,8994747,14406967,5067028,4973049.792,7139836.816,854492.7903,Global Maritime Crime Programme Detention and Transfer component (GLOX99),"The Piracy Prisoner Transfer Programme delivers infrastructure and capacity to the prison services of Somalia to allow for the transfer of pirates convicted overseas to prisons in Somalia, and subsequent imprisonment in secure and humane conditions. The development of correctional facilities run in line with international standards and norms.",1/10/14,1/12/16,,UNODC,"Norway, Sweden, UK, US, UNODC",UNODC,UN,16000000,165000,1200000,0,,Significant,Principal,Significant,82500,600000,0
Puntland,"Peace, security, and rule of law",Justice & Law Enforcement,77520491,87315774,73759808,8994747,14406967,5067028,4973049.792,7139836.816,854492.7903,"Global Maritime Crime Programme under the Somali Trust Fund, PSG3 (GLOZ06)","Under this project, the UNODC Maritime Crime Programme will implement activities to increase the capacity of the corrections systems in Somalia and Somaliland, as defined in the UN Joint ROL programme under PSG3 including improvements to intrastructure, training and techincal support to the Custodial Corps professionalization",1/8/15,1/12/17,,UNODC,"UN MPTF Donors: Denmark, EU, Italy, Norway, Sweden, Switzerland, UK, and PBF.",UNODC,UN,2838200,0,1245450,0,,Significant,Principal,Significant,0,186817.5,0
Puntland,"Peace, security, and rule of law",Justice & Law Enforcement,77520491,87315774,73759808,8994747,14406967,5067028,4973049.792,7139836.816,854492.7903,Access to Justice Project,"Somali women,men,girls and boys benefit from more inclusive, equitable and accountable governance, improved services, human security, access to justice and human rights. Strengthened Improved credibility, efficacy and independence of the judicial system; Enhanced capacity of public institutions for legal research and drafting to ensure that Constitution and legal reforms have broad public support.",1/1/13,1/6/15,,UNDP,"UNDP, Luxembourg Norway Denmark EU & UK Counter Piracy Trust UNDP TRAC",UNDP,UN,13000000,506073.59,0,0,http://www.so.undp.org/,Significant,Principal,Principal,168691.1967,0,0
Puntland,"Peace, security, and rule of law",Justice & Law Enforcement,77520491,87315774,73759808,8994747,14406967,5067028,4973049.792,7139836.816,854492.7903,U.S. Department of State’s Bureau of International Narcotics and Law Enforcement Affairs (INL) - 1,"Assist Puntland State to enhance their criminal justice sector institutions to deter, respond to, and prevent serious crimes, including terrorism. May include: training and mentoring for the PLPF, refurbishment of existing police stations/outposts, enabling equipment. An additional $0.5M will be expended by June 2019.",14/08/2016,15/06/2016,Police,PSG 2 - Round 2,USA,Implementer not yet identified,Unclear / TBD,1000000,0,0,500000,,,,,0,0,500000
Puntland,"Peace, security, and rule of law",Justice & Law Enforcement,77520491,87315774,73759808,8994747,14406967,5067028,4973049.792,7139836.816,854492.7903,Enhancing Operational Capacities of Somalia's Immigration Authorities,Contribute to enhancing service delivery and migration functions of Somali immigration authorities through improved human and operational capacities,1/11/16,1/12/17,Solutions for the displaced,IOM,"Government of Norway, Ministry of Foreign Affairs",IOM,UN,59876.54321,0,0,59876.54321,n/a,Significant,Principal,Significant,0,0,5987.654321
Puntland,"Peace, security, and rule of law",Justice & Law Enforcement,77520491,87315774,73759808,8994747,14406967,5067028,4973049.792,7139836.816,854492.7903,"Implementation of Activities to Promote Gender Equality and Women Empowerment in Policy and Legal Frameworks, Institutional Development, Capacity Building and Awareness Raising in The Justice Sector - 1","(i) Institutional and coordination capacity of Ministry of Justice strengthened to enable the Ministry of Justice to mainstream gender within policy and legal frameworks, institutional development processes, capacity building and awareness raising in the Justice Sector at federal level; (ii) Capacity of justice sector actors (i.e., Ministry of Justice, Office of the Attorney General, Corrections) enhanced in the areas of gender justice, investigation and prosecution of cases of sexual and gender-based violence; (iii) Capacity of women lawyers’ organizations to provide legal aid services for vulnerable groups, particularly women and girls survivors of gender-based violence and women and girls in conflict with the law, increased; (iv) Awareness of gender justice and women’s rights enhanced among customary justice actors (i.e., elders and community leaders) and local communities",1/4/16,1/12/16,,UN WOMEN,UN MPTF,"Ministry of Justice, FGS",Government,174465,0,51133,123332,,Principal,Significant,NA – not screened,0,25566.5,61666
Puntland,"Peace, security, and rule of law",Justice & Law Enforcement,77520491,87315774,73759808,8994747,14406967,5067028,4973049.792,7139836.816,854492.7903,"Implementation of Activities to Promote Gender Equality and Women Empowerment in Policy and Legal Frameworks, Institutional Development, Capacity Building and Awareness Raising in The Justice Sector - 2","(i) Institutional and coordination capacity of Ministry of Justice, Religious Affairs and Rehabilitation strengthened to enable the Ministry to mainstream gender within policy and legal frameworks , institutional development processes, capacity building and awareness raising in the Justice Sector at federal/eve/; (ii) Capacity of justice sector actors (i.e., Ministry of Justice, Religious Affairs and Rehabilitation, Office of the Attorney General, Judiciary, Corrections) enhanced in the areas of gender justice, investigation and prosecution of cases of sexual and gender-based violence; (iii) Capacity of women lawyers' organizations to provide legal aid services for vulnerable groups, particularly women and girls survivors of gender -based violence and/or women and girls in conflict with the law, increased; (iv) Awareness of gender justice and women's rights enhanced among customary justice actors (i.e., elders and community leaders) and local communities.",1/4/16,1/12/16,,UN WOMEN,UN MPTF,"Ministry of Justice, Religious Affairs & Rehabilitation",Government,162600,0,133840,28760,,Principal,Significant,NA – not screened,0,66920,14380
Puntland,"Peace, security, and rule of law",Justice & Law Enforcement,77520491,87315774,73759808,8994747,14406967,5067028,4973049.792,7139836.816,854492.7903,Support to the Federal Government in human rights and child protection N.B. Some of the activities related to SNA fall under PSG 2.,"Establishment and strengthening of human rights institutions and Parliament in implementation of HR roadmap and support to Somali National Army (Traininsg, Workshops and technical/capacity building",1/5/16,1/6/17,"Security, Human Rights",UNSOM,UNSOM,UNSOM,UN,142900,0,0,142900,,Significant,Principal,Significant,0,0,21435
Puntland,"Peace, security, and rule of law",Justice & Law Enforcement,77520491,87315774,73759808,8994747,14406967,5067028,4973049.792,7139836.816,854492.7903,"Monitoring, reporting and management of human rights issues in police stations",Address conflict through peacebuilding and reconciliation and strengthened conflict resolution mechanisms,14/04/2016,17/05/2016,,SSF,"UK, Sweden, Denmark, EU, Netherlands and Norway",Puntland Office of Human Rights,NGOs,68480,0,47272,0,N/A,Significant,Principal,Significant,0,47272,0
Puntland,"Peace, security, and rule of law",Justice & Law Enforcement,77520491,87315774,73759808,8994747,14406967,5067028,4973049.792,7139836.816,854492.7903,STUDY TOUR FOR THE FEDERAL GOVERNMENT OF SOMALIA AND PUNTLAND STATE TO REGIONAL NEIGHBOURING COUNTRY IMMIGRATION DEPARTMENT,To address the institutional capacity gaps at the immigration departments in Somalia and strengthen cooperation with a neighbouring country,1/12/16,1/2/17,Security,IOM,UK Foreign and Commonwealth Office,IOM,UN,89285.71429,0,0,89285.71429,n/a,Significant,Principal,Significant,0,0,17857.14286
Puntland,Building effective & efficient institutions,Local Governance,77520491,87315774,73759808,14135372,16873070,14681774,4886785.16,4836187.866,393038.9926,Transition Initiatives for Stabilzation Plus (TIS+),"• Increase confidence in governance based on equitable participation in decision making and management of community assets. • Empower community and government representatives to engage with private sector and development actors in a collaborative process for community growth. • Increase Somali engagement in creating a more stable future. • Support inclusive, sustainable development by reducing gender gaps in stabilization and development.",20/05/2015,20/05/2020,Infrastructure,USA,"USA,",AECOM,Private Sector,66935782,10272465,16236000,0,https://twitter.com/tisplus_somalia,Significant,Significant,Principal,1284058.125,2029500,0
Puntland,Building effective & efficient institutions,Local Governance,77520491,87315774,73759808,14135372,16873070,14681774,4886785.16,4836187.866,393038.9926,Transition Initiatives for Stabilzation (TIS) - 2,"• Increase confidence in all levels of government through targeted, strategic interventions that improve service delivery • Support enhanced collaboration between government, private sector, and civil society • Build momentum for peace, recovery, and development across Somalia",1/3/11,30/09/2016,Infrastructure,USA,"USA,",DAI,Private Sector,57435291,9572548.5,9572548.5,0,http://dai.com/our-work/projects/somalia%E2%80%94transition-initiatives-stabilization-tis,Significant,Significant,Principal,2393137.125,2393137.125,0
Puntland,Building effective & efficient institutions,Local Governance,77520491,87315774,73759808,14135372,16873070,14681774,4886785.16,4836187.866,393038.9926,UN Joint Programme on Local Governance and Decentralised Service Delivery (JPLG) - 1,"The overall objective of the programme is to promote improvements in local governance quality that can contribute to peace consolidation, state development and equitable service delivery. To achieve this, the programme outcomes are structured around three mutually reinforcing strategies: 1) Supporting policy and legislative reforms for functional, fiscal and administrative decentralization that clarify and enhance the roles of local governments, their relation¬ships to central government, and as a means to improve local service delivery; 2) Improving local government capacity for equitable service delivery; 3) Improving and expanding the delivery of sustainable services to citizens in an equit¬able, responsive and socially accountable manner and promoting local economic environment.",1/1/13,1/12/17,Legislation & Policies,UN JPLG,"SIDA, EC, DFID, DENMARK, SDC and Norway","UNDP, UNICEF, UN Habitat, UNCDF and ILO",UN,100618908,1181387.002,1209212.694,1149236.821,http://mptf.undp.org/factsheet/fund/JSO00,Significant,Principal,Not targeted,404034.3546,413550.7415,393038.9926
Puntland,Building effective & efficient institutions,Local Governance,77520491,87315774,73759808,14135372,16873070,14681774,4886785.16,4836187.866,393038.9926,Capacity building for civil society and position of women in local government,,1/1/12,1/12/15,,Netherlands,Netherlands,CARE,NGOs,3222222.222,805555.5556,0,0,,Principal,Principal,Significant,805555.5556,0,0
Puntland,Building national resilience capacity,NRM & Resilience,77520491,87315774,73759808,15601371,14953995,17714788,15046158.77,9312931.457,14378718.45,PRRO200844 - Livelihood support for improved resilience,Food or cash for work or training activities that expand livelihood options and community infrastructures,1/1/16,1/12/18,Employment,WFP,Pot,INGO and NGO partners,Government & NGOs,0,0,14342933.4,12162807.6,,Significant,Significant,NA – not screened,0,5163456.024,4378610.736
Puntland,Building national resilience capacity,NRM & Resilience,77520491,87315774,73759808,15601371,14953995,17714788,15046158.77,9312931.457,14378718.45,Sustainable Road Maintenance and Management for Economic Development,Promote economic growth through infrastructure development,20/12/2014,19/06/2018,,EU,EU,DEUTSCHE GESELLSCHAFT FUR INTERNATIONALE ZUSAMMENARBEIT (GIZ) GMBH,NGOs,19710004.44,6570001.111,0,5584501.444,,Significant,Significant,Significant,3285000.556,0,2792250.722
Puntland,Building national resilience capacity,NRM & Resilience,77520491,87315774,73759808,15601371,14953995,17714788,15046158.77,9312931.457,14378718.45,Drought Resilience and Sustainable Livelihoods Program in the Horn of Africa,"The Drought Resilience and Sustainable Livelihoods Program component for Somalia is aimed at building resilience and sustainable livelihoods for pastoral and agro-pastoral communities in drought-prone areas and to contribute to poverty reduction. The specific objectives of the project are: (1) to improve water and rangeland management to enhance water and forage availability and accessibility, and tackle environment /land degradation and desertification; (2) to improve infrastructure for market access, animal health, and livestock management; and (3) to build human and institutional capacity targeting improvement in agro-pastoral production, improved policy and institutional framework. In all three zones of Somalia (Somaliland, Puntland, and South Central), the project activities identified will be implemented in the drought prone pastoral and agro-pastoral and food insecure areas of country.",26/11/2014,31/12/2020,,AfDB,AfDB,"IGAD, Line Ministries",Government & Regional Actors,20833333.33,32807.93056,510320,5000000,www.afdb.org,Significant,Principal,Principal,10498.53778,163302.4,1600000
Puntland,Building national resilience capacity,NRM & Resilience,77520491,87315774,73759808,15601371,14953995,17714788,15046158.77,9312931.457,14378718.45,Resilience Programme,"Contribute to the stabilization of child wellbeing indicators, household and community wellbeing indicators, throughout the year across seasons and shocks, through provision of social services close to communities, building individual, household and community capacity and building oversight and (contingency) planning capacity at community level.",1/11/13,1/11/17,,UNICEF,DFID,"SRDA, EDRO, HARD, HIRDA, GEWDO, RAAS, CEDA, SHRA, NCA, SEDHURO, INTERSOS,",NGOs,16067323,4100000,4679376,4920624,http://resilienceinsomalia.org/,Significant,Principal,Significant,287000,327556.32,344443.68
Puntland,Building national resilience capacity,NRM & Resilience,77520491,87315774,73759808,15601371,14953995,17714788,15046158.77,9312931.457,14378718.45,Deegaankaagu Waa Noloshaada - Your Environment is Your Life - 1,"Improved rangeland conditions and sustainable use of rangeland resources by empowering 216,000 people in 120 communities of Nugaal, Karkar, Bari, Mudug, Sool and Sanaag regions and enabling the institutional and legal framework for rangeland protection in Puntland State (MDG 7).",13/02/2013,12/12/16,,EU,EU,CARE,NGOs,8888888.889,0,924507.5556,2822063.333,,Significant,Significant,Not Targeted,0,924507.5556,2822063.333
Puntland,Building national resilience capacity,NRM & Resilience,77520491,87315774,73759808,15601371,14953995,17714788,15046158.77,9312931.457,14378718.45,Enhancing Climate Resilience of the Vulnerable Communities and Ecosystems in Somalia,Priority 3: Promote the sustainable development and management of natural resources by developing legal and regulatory frameworks and building capacity in key Natural Resources Management (NRM) institutions,1/1/15,1/1/18,,UNDP,"GEF, UNDP",UNDP,UN,9500000,2010597.09,3842426,2741500,http://www.so.undp.org/,Significant,Significant,Significant,287228.1557,548918,391642.8571
Puntland,Building national resilience capacity,NRM & Resilience,77520491,87315774,73759808,15601371,14953995,17714788,15046158.77,9312931.457,14378718.45,Water for Agro-Pastoral Livelihoods Pilot Project (WALP),"Increase government capacity to provide safe water for human consumption, sufficient quantities of water for livestock consumption and small-scale agriculture in targeted pastoral communities across the Somali territories.",1/7/15,1/12/17,,WB,World Bank SPF,Government counterparts,Government,2000000,0,500000,1500000,,Not Targeted,Significant,Not Targeted,0,250000,750000
Puntland,Building national resilience capacity,NRM & Resilience,77520491,87315774,73759808,15601371,14953995,17714788,15046158.77,9312931.457,14378718.45,"Building resilience in Puntland and Somaliland, Northern Somalia","1. Increasing the ecological, social and economic resources of households and communities 2. Increasing capacities of households and communities to adapt to and prepare for recurring shocks",1/9/14,1/6/17,,Germany,German Federal Government,Save the Children,NGOs,2629926.667,692036.6667,864074.4444,518260,,Significant,Significant,Not targeted,346018.3333,432037.2222,259130
Puntland,Building national resilience capacity,NRM & Resilience,77520491,87315774,73759808,15601371,14953995,17714788,15046158.77,9312931.457,14378718.45,Strengthening Somali Capacity for Disaster and Climate Risk Management,To improve Somaliland and Puntland governments’ capacity to respond to climate shocks and manage disaster and climate risks more proactively.,1/4/16,1/7/19,,WB,GFDRR / Italian Government,WB-Executed,IFI,500000,0,0,350000,,Significant,Principal,Not targeted,0,0,175000
Puntland,Building national resilience capacity,NRM & Resilience,77520491,87315774,73759808,15601371,14953995,17714788,15046158.77,9312931.457,14378718.45,Deegaankaagu waa noloshaada - Your environment is your life - 2,To improve rangeland conditions and to promote a sustainable use of rangeland resources by empowering communities and by enabling the institutional and the legal framework for rangeland protection (MDG 7).,13/02/2013,12/12/16,,EU,EU,AFRICAN DEVELOPMENT SOLUTIONS (ADESO) ASSOCIATION,NGOs,16488888.89,9456166.233,0,320135.5556,,Significant,Significant,Not Targeted,9456166.233,0,320135.5556
Puntland,Building national resilience capacity,NRM & Resilience,77520491,87315774,73759808,15601371,14953995,17714788,15046158.77,9312931.457,14378718.45,JPLG - 8 (split against sectors of activity),"The overall objective of the programme is to promote improvements in local governance quality that can contribute to peace consolidation, state development and equitable service delivery. To achieve this, the programme outcomes are structured around three mutually reinforcing strategies: 1) Supporting policy and legislative reforms for functional, fiscal and administrative decentralization that clarify and enhance the roles of local governments, their relation¬ships to central government, and as a means to improve local service delivery; 2) Improving local government capacity for equitable service delivery; 3) Improving and expanding the delivery of sustainable services to citizens in an equit¬able, responsive and socially accountable manner and promoting local economic environment.",1/1/13,1/12/17,Decentralized service delivery modeling in NRM,UN JPLG,"SIDA, EC, DFID, DENMARK, SDC and Norway","UNDP, UNICEF, UN Habitat, UNCDF and ILO",UN,100618908,241422.4694,247108.7918,234852.4156,http://mptf.undp.org/factsheet/fund/JSO00,Significant,Principal,Not targeted,82566.48453,84511.2068,80319.52614
Puntland,Building national resilience capacity,NRM & Resilience,77520491,87315774,73759808,15601371,14953995,17714788,15046158.77,9312931.457,14378718.45,Support to Artisanal Fisheries and Coastal Management in Somaliland and Puntland,"To contribute to improving livelihoods, food security and nutrition of the Artisanal Fisheries population in Somaliland and Puntland over 3 years through effectively functioning public and private fishery and coastal management sectors",20/12/2014,19/06/2018,,EU,EU,OXFAM,NGOs,1663931.111,626427.2222,430298.8889,166392.2222,,Not Targeted,Significant,Not Targeted,313213.6111,215149.4444,83196.11111
Puntland,Building national resilience capacity,NRM & Resilience,77520491,87315774,73759808,15601371,14953995,17714788,15046158.77,9312931.457,14378718.45,Complementary support to MoEWT,"This action will allow to conduct activities that are complimentary to those in the Deegaankaagu waa Noloshaada project, which has been implemented since February 2013 and will end in December 2016. The proposed activities will consolidate and also escalate impact on the target groups. This action will support additional staff training. In implementing some activities, such as the development of legal frameworks, it has become apparent that critical policies other than the environmental policy are required.",12/12/15,11/12/16,,EU,EU,CARE,NGOs,555555.5556,0,444444.4444,111111.1111,,Not Targeted,Significant,Not Targeted,0,444444.4444,111111.1111
Puntland,Building national resilience capacity,NRM & Resilience,77520491,87315774,73759808,15601371,14953995,17714788,15046158.77,9312931.457,14378718.45,Communication and visibility,"The specific objectives of this action are to increase environmental awareness, to facilitate the dissemination of legal frameworks and lessons learned from the initiative and to highlight the results achieved and impact of the MDG initiative.",12/12/15,11/12/16,,EU,EU,CARE,NGOs,222222.2222,0,177777.7778,44444.44444,,Not Targeted,Significant,Not Targeted,0,22222.22222,5555.555556
Puntland,Building national resilience capacity,NRM & Resilience,77520491,87315774,73759808,15601371,14953995,17714788,15046158.77,9312931.457,14378718.45,Solar Powered Water Supply projects in Somalia,The specific objective is to increase access to safe drinking water from environmentally sustainable water supply systems.,1/1/12,30/06/2017,Health,UNICEF,UNICEF - German Natcom,UNICEF; WARDI;MOWR; PSAWEN,"Government, UN & NGOs",1215168.89,100314,294290.89,40000,Not available,Significant,Significant,Significant,15047.1,44143.6335,6000
Puntland,Building national resilience capacity,NRM & Resilience,77520491,87315774,73759808,15601371,14953995,17714788,15046158.77,9312931.457,14378718.45,Village Level Resilence Progamme,To contribute to reduced vulnerability of pastoral communities by strengthening the use of indigenous resources and increasing market access.,,,,Denmark,"Denmark,",SomRep,NGOs,298507.4627,895522.3881,0,0,,NA – not screened,NA – not screened,NA – not screened,223880.597,0,0
Puntland,Building national resilience capacity,NRM & Resilience,77520491,87315774,73759808,15601371,14953995,17714788,15046158.77,9312931.457,14378718.45,Integrated Food Security in Rural Communities in Puntland,"1. Development of Community Activity Plans based on climate-smart vulnerability capacity assessments 2. Diversification of income sources and improvement of livelihoods of target communities through access to resources 3. Improvement of access to water for personal use and agricultural/livestock activities 4. Improvement of nutrition, hygiene and health awareness and application of respective practices among target population 5. Strengthening of the capacities of the Somali Red Crescent in Puntland regarding food security and project management to better fulfil its role as civil soiety actor",1/4/15,1/11/16,,Germany,German Federal Government,German Red Cross,NGOs,555555.5556,323888.8889,231666.6667,0,,Significant,Significant,Not targeted,323888.8889,231666.6667,0
Puntland,Building national resilience capacity,NRM & Resilience,77520491,87315774,73759808,15601371,14953995,17714788,15046158.77,9312931.457,14378718.45,Environment and Energy Project,Priority 3: Promote the sustainable development and management of natural resources by developing legal and regulatory frameworks and building capacity in key Natural Resources Management (NRM) institutions,1/1/13,1/12/16,,UNDP,UNEP. UNDP,UNDP,UN,2565650,164185.71,268855,0,http://www.so.undp.org/,Significant,Significant,Not targeted,23455.10143,38407.85714,0
Puntland,Building national resilience capacity,NRM & Resilience,77520491,87315774,73759808,15601371,14953995,17714788,15046158.77,9312931.457,14378718.45,National Capacity Self-Assessment for Global Environment Governance,"1. National and regional NCSA teams in place for steering the preparation, coordination and implementation of NCSA; 2. Draft NCSA documents and reports prepared and formulated by the government of Somalia; 3. Stakeholders consultation, awareness raising for NCSA preparation, implementation organised and final documents endorsed by the Government of Somalia",1/4/15,1/10/16,,UNDP,"GEF, UNDP",UNDP,UN,230000,23144,236037,0,http://www.so.undp.org/,Significant,Significant,Significant,3306.285714,33719.57143,0
